Id,Course,RaceDate,RaceTime,Race,Type,Class,AgeLimit,Prize,Ran,Distance,Yards,Going,Limit,WinTime,Seconds,FPos,DstBtn,TotalBtn,CardNo,HorseName,Draw,Sp,Age,Stone,Lbs,WeightLBS,Favs,Aid,Trainer,Jockey,Allow,OR,Comments
44653122,"Lingfield","04/02/22 00:00:00","12/30/99 16:50:00","Read Katie Walsh On Betway Insider Handicap",,6,"4YO plus",2970,10,"1m 7f 169y",3469,"Standard (AW - Polytrack)",60,"3m 32.11s",212.11,"10","4½",19,10,"Telefina",5,40,4,8,5,117,,,"Adam West","Joey Haynes",,46,"tracked leader 5f, tracked leaders until lost place and struggling 7f out, tailed off"
44653123,"Lingfield","04/02/22 00:00:00","12/30/99 17:20:00","All Weather Championships Mile Handicap (Div 1)",,6,"4YO plus",2970,11,"1m 1y",1761,"Standard (AW - Polytrack)",52,"1m 37.49s",97.48999999999999,"1",,0,7,"Bbob Alula",6,16,7,8,10,122,,"t   v","W G M Turner","Liam Browne",7,48,"mid-division, headway chasing leaders over 1f out, ridden and stayed on inside final furlong, not pace of winner"
44653123,"Lingfield","04/02/22 00:00:00","12/30/99 17:20:00","All Weather Championships Mile Handicap (Div 1)",,6,"4YO plus",2970,11,"1m 1y",1761,"Standard (AW - Polytrack)",52,"1m 37.49s",97.48999999999999,"2","hd",0.15,10,"Reformed Character",4,14,6,8,8,120,,"t","P Leech","Molly Gunn",7,46,"chased leaders, went 2nd 5f out, led going well 2f out, shaken up and clear when edged left over 1f out, headed last strides"
44653123,"Lingfield","04/02/22 00:00:00","12/30/99 17:20:00","All Weather Championships Mile Handicap (Div 1)",,6,"4YO plus",2970,11,"1m 1y",1761,"Standard (AW - Polytrack)",52,"1m 37.49s",97.48999999999999,"3","nk",0.35,6,"Jeremiah Johnson",8,2.75,4,9,4,130,"Fav","p","S Dow","Tom Marquand",,49,"chased leaders, went 2nd over 1f out until inside final furlong, no extra towards finish"
44653123,"Lingfield","04/02/22 00:00:00","12/30/99 17:20:00","All Weather Championships Mile Handicap (Div 1)",,6,"4YO plus",2970,11,"1m 1y",1761,"Standard (AW - Polytrack)",52,"1m 37.49s",97.48999999999999,"4","1¼",1.6,5,"Boy George",10,5.5,5,9,5,131,,,"D J S Ffrench Davis","J F Egan",,50,"held up towards rear, kept on final furlong, never going pace to get involved"
44653123,"Lingfield","04/02/22 00:00:00","12/30/99 17:20:00","All Weather Championships Mile Handicap (Div 1)",,6,"4YO plus",2970,11,"1m 1y",1761,"Standard (AW - Polytrack)",52,"1m 37.49s",97.48999999999999,"5","2¾",4.35,4,"Aiguillette",5,6.5,6,9,2,128,,"t   v","G L Moore","Rhys Clutterbuck",3,50,"slowly into stride, always towards rear of mid-division"
44653123,"Lingfield","04/02/22 00:00:00","12/30/99 17:20:00","All Weather Championships Mile Handicap (Div 1)",,6,"4YO plus",2970,11,"1m 1y",1761,"Standard (AW - Polytrack)",52,"1m 37.49s",97.48999999999999,"6","hd",4.5,1,"Ballybaymoonshiner (FR)",1,6.5,4,9,8,134,,,"M McGrath","S W Kelly",,53,"dwelt, soon tracking leaders on inside, no extra inside final furlong"
44653123,"Lingfield","04/02/22 00:00:00","12/30/99 17:20:00","All Weather Championships Mile Handicap (Div 1)",,6,"4YO plus",2970,11,"1m 1y",1761,"Standard (AW - Polytrack)",52,"1m 37.49s",97.48999999999999,"7","shd",4.55,2,"Priscillas Wish",12,22,4,9,4,130,,,"P J McBride","Mark Crehan",3,52,"NonRunner"
44653123,"Lingfield","04/02/22 00:00:00","12/30/99 17:20:00","All Weather Championships Mile Handicap (Div 1)",,6,"4YO plus",2970,11,"1m 1y",1761,"Standard (AW - Polytrack)",52,"1m 37.49s",97.48999999999999,"8","2¾",7.3,9,"Vitesse Du Son",11,3.5,5,9,1,127,"2Fav","t   h1   p","Alice Haynes","K T ONeill",,46,"chased leader, led 5f out until 2f out, lost 2nd over 1f out, weakened final furlong"
44653123,"Lingfield","04/02/22 00:00:00","12/30/99 17:20:00","All Weather Championships Mile Handicap (Div 1)",,6,"4YO plus",2970,11,"1m 1y",1761,"Standard (AW - Polytrack)",52,"1m 37.49s",97.48999999999999,"9","5",12.3,11,"Dancing Jo",3,50,6,8,10,122,,"p","Geoffrey Deacon","George Bass",5,46,"led over 2f, chased leader until 5f out, soon pushed along, weakened home turn"
44653123,"Lingfield","04/02/22 00:00:00","12/30/99 17:20:00","All Weather Championships Mile Handicap (Div 1)",,6,"4YO plus",2970,11,"1m 1y",1761,"Standard (AW - Polytrack)",52,"1m 37.49s",97.48999999999999,"10","¾",13.05,8,"Kingston Kurrajong",7,40,9,9,2,128,,"p","M J Attwater","Jason Watson",,47,"slowly into stride and pushed along in rear, headway out wide over 1f out, strong run inside final furlong, led towards finish"
44653123,"Lingfield","04/02/22 00:00:00","12/30/99 17:20:00","All Weather Championships Mile Handicap (Div 1)",,6,"4YO plus",2970,11,"1m 1y",1761,"Standard (AW - Polytrack)",52,"1m 37.49s",97.48999999999999,"11","6",19.05,3,"Confrerie",2,12,7,9,6,132,,,"George Baker","P Cosgrave",,51,"held up off the pace and always towards rear"
44653124,"Lingfield","04/02/22 00:00:00","12/30/99 17:50:00","All Weather Championships Mile Handicap (Div 2)",,6,"4YO plus",2970,9,"1m 1y",1761,"Standard (AW - Polytrack)",52,"1m 37.55s",97.55,"1",,0,6,"Rivas Rob Roy",3,6.5,7,9,3,129,,"b","J Gallagher","Darragh Keenan",,48,"chased leaders, led inside final furlong, ran on well"
44653124,"Lingfield","04/02/22 00:00:00","12/30/99 17:50:00","All Weather Championships Mile Handicap (Div 2)",,6,"4YO plus",2970,9,"1m 1y",1761,"Standard (AW - Polytrack)",52,"1m 37.55s",97.55,"2","1",1,4,"Dark Kris",10,1.625,5,9,5,131,"Fav","t   h","Ivan Furtado","Lewis Edmunds",,50,"raced keenly out wide in mid-division, headway chasing leaders 2f out, hung left and unable to quicken over 1f out, ran on towards finish, not reach winner"
44653124,"Lingfield","04/02/22 00:00:00","12/30/99 17:50:00","All Weather Championships Mile Handicap (Div 2)",,6,"4YO plus",2970,9,"1m 1y",1761,"Standard (AW - Polytrack)",52,"1m 37.55s",97.55,"3","1¼",2.25,1,"Fact Or Fable",2,8.5,5,9,7,133,,"p","J S Moore","L P Keniry",,52,"mid-division on inside, headway chasing leaders on inside home turn, 3rd and one pace inside final furlong"
44653124,"Lingfield","04/02/22 00:00:00","12/30/99 17:50:00","All Weather Championships Mile Handicap (Div 2)",,6,"4YO plus",2970,9,"1m 1y",1761,"Standard (AW - Polytrack)",52,"1m 37.55s",97.55,"4","½",2.75,9,"Pollinate",8,11,4,8,10,122,,,"H Candy","Laura Coughlan",5,46,"led, hung badly right home turn, headed over 1f out, not recover and no extra inside final furlong"
44653124,"Lingfield","04/02/22 00:00:00","12/30/99 17:50:00","All Weather Championships Mile Handicap (Div 2)",,6,"4YO plus",2970,9,"1m 1y",1761,"Standard (AW - Polytrack)",52,"1m 37.55s",97.55,"5","nk",2.95,5,"Marchetti",1,6,5,9,4,130,"2Fav",,"J C Fox","K T ONeill",,49,"chased leaders on inside, went 2nd on inside turning in, led over 1f out, headed inside final furlong, weakened soon after"
44653124,"Lingfield","04/02/22 00:00:00","12/30/99 17:50:00","All Weather Championships Mile Handicap (Div 2)",,6,"4YO plus",2970,9,"1m 1y",1761,"Standard (AW - Polytrack)",52,"1m 37.55s",97.55,"6","1¼",4.2,8,"Broughtons Peace",6,9,4,8,12,124,,"p1","P J McBride","Mark Crehan",3,46,"steadied start, held up towards rear, ridden over 1f out, never dangerous"
44653124,"Lingfield","04/02/22 00:00:00","12/30/99 17:50:00","All Weather Championships Mile Handicap (Div 2)",,6,"4YO plus",2970,9,"1m 1y",1761,"Standard (AW - Polytrack)",52,"1m 37.55s",97.55,"6","dh",4.2,11,"Chloellie",12,6.5,7,9,1,127,,"b1","J R Jenkins","S M Levey",,46,"held up off the pace towards rear, never on terms"
44653124,"Lingfield","04/02/22 00:00:00","12/30/99 17:50:00","All Weather Championships Mile Handicap (Div 2)",,6,"4YO plus",2970,9,"1m 1y",1761,"Standard (AW - Polytrack)",52,"1m 37.55s",97.55,"8","4¾",8.949999999999999,12,"On The Nose",7,100,4,9,1,127,,,"G L Moore","T P Queally",,46,"always towards rear"
44653124,"Lingfield","04/02/22 00:00:00","12/30/99 17:50:00","All Weather Championships Mile Handicap (Div 2)",,6,"4YO plus",2970,9,"1m 1y",1761,"Standard (AW - Polytrack)",52,"1m 37.55s",97.55,"9","6",14.95,7,"Miss Elsa",4,14,6,9,2,128,,,"L Carter","David Probert",,47,"chased leader until badly hampered and lost 2nd turning in, no chance after, eased"
44653125,"Newbury","04/02/22 00:00:00","12/30/99 13:00:00","John Haine Memorial Novices' Hurdle (GBB Race)","h",4,"4YO plus",4738,10,"2m 69y",3589,"Good (Good to Soft in places)",,"3m 54.60s",234.6,"1",,0,8,"Malakahna (FR)",,2.25,4,10,8,148,"2Fav","t","Ian Williams","Tom Buckley",3,117,"close up, hit 4th, every chance last, ridden to lead flat, asserted towards finish"
44653125,"Newbury","04/02/22 00:00:00","12/30/99 13:00:00","John Haine Memorial Novices' Hurdle (GBB Race)","h",4,"4YO plus",4738,10,"2m 69y",3589,"Good (Good to Soft in places)",,"3m 54.60s",234.6,"2","2",2,6,"The Plimsoll Line",,6,6,11,0,154,,,"J Scott","Rex Dingle",,115,"led, ridden approaching last, headed flat, stayed on"
44653125,"Newbury","04/02/22 00:00:00","12/30/99 13:00:00","John Haine Memorial Novices' Hurdle (GBB Race)","h",4,"4YO plus",4738,10,"2m 69y",3589,"Good (Good to Soft in places)",,"3m 54.60s",234.6,"3","3¾",5.75,2,"Surtitle",,2,6,11,7,161,"Fav",,"F OBrien","P J Brennan",,,"held up, headway 4 out, ridden 2 out, stayed on flat"
44653125,"Newbury","04/02/22 00:00:00","12/30/99 13:00:00","John Haine Memorial Novices' Hurdle (GBB Race)","h",4,"4YO plus",4738,10,"2m 69y",3589,"Good (Good to Soft in places)",,"3m 54.60s",234.6,"4","2¼",8,3,"Benandgone",,18,5,10,7,147,,,"B Barr","Thomas Doggrell",7,105,"close up, chased leaders 3 out, ridden next, kept on same pace"
44653125,"Newbury","04/02/22 00:00:00","12/30/99 13:00:00","John Haine Memorial Novices' Hurdle (GBB Race)","h",4,"4YO plus",4738,10,"2m 69y",3589,"Good (Good to Soft in places)",,"3m 54.60s",234.6,"5","5½",13.5,5,"Jet Marshall",,33,5,10,7,147,,,"P J Hobbs","Mr Ben Sutton",7,,"in rear, pushed along and headway 2 out, ridden hung left and ran on flat, nearest finish"
44653125,"Newbury","04/02/22 00:00:00","12/30/99 13:00:00","John Haine Memorial Novices' Hurdle (GBB Race)","h",4,"4YO plus",4738,10,"2m 69y",3589,"Good (Good to Soft in places)",,"3m 54.60s",234.6,"6","¾",14.25,11,"At A Pinch",,4.5,4,10,6,146,,"h","Harry Eustace","Charlie Deutsch",,,"towards rear, headway 3 out, ridden and kept on same pace"
44653125,"Newbury","04/02/22 00:00:00","12/30/99 13:00:00","John Haine Memorial Novices' Hurdle (GBB Race)","h",4,"4YO plus",4738,10,"2m 69y",3589,"Good (Good to Soft in places)",,"3m 54.60s",234.6,"7","5½",19.75,13,"Issar Dairy (FR)",,10,4,10,6,146,,,"G L Moore","Joshua Moore",,,"towards rear, pushed along 3 out, never on terms"
44653125,"Newbury","04/02/22 00:00:00","12/30/99 13:00:00","John Haine Memorial Novices' Hurdle (GBB Race)","h",4,"4YO plus",4738,10,"2m 69y",3589,"Good (Good to Soft in places)",,"3m 54.60s",234.6,"8","25",44.75,9,"Encashment",,300,5,10,4,144,,,"Ben Pauling","K Brogan",3,,"tracked leaders, went 2nd soon after 4 out, ridden and weakened 2 out"
44653125,"Newbury","04/02/22 00:00:00","12/30/99 13:00:00","John Haine Memorial Novices' Hurdle (GBB Race)","h",4,"4YO plus",4738,10,"2m 69y",3589,"Good (Good to Soft in places)",,"3m 54.60s",234.6,"9","5",49.75,4,"Grand Knight (FR)",,33,6,11,0,154,,,"S Curran","Harry Bannister",,,"tracked leader, loosing place when hit 4 out, soon behind"
44653125,"Newbury","04/02/22 00:00:00","12/30/99 13:00:00","John Haine Memorial Novices' Hurdle (GBB Race)","h",4,"4YO plus",4738,10,"2m 69y",3589,"Good (Good to Soft in places)",,"3m 54.60s",234.6,"10","hd",49.9,10,"Kilfords Queen",,300,5,10,7,147,,,"N J Gifford","J M Davies",,,"close up, pushed along 4 out, soon weakened"
44653126,"Newbury","04/02/22 00:00:00","12/30/99 13:35:00","Play Pick 6 At BetVictor Novices' Handicap Hurdle (GBB Race)","h",2,"4YO plus",10892,6,"2m 2f 183y",4143,"Good (Good to Soft in places)",,"4m 28.02s",268.02,"1",,0,7,"Mot A Mot (FR)",,2.75,6,10,10,150,"2Fav","t1","Sam Thomas","Charlie Deutsch",,114,"tracked leader, led approaching 2 out, soon joined, ridden and pressed flat, stayed on strongly"
44653126,"Newbury","04/02/22 00:00:00","12/30/99 13:35:00","Play Pick 6 At BetVictor Novices' Handicap Hurdle (GBB Race)","h",2,"4YO plus",10892,6,"2m 2f 183y",4143,"Good (Good to Soft in places)",,"4m 28.02s",268.02,"2","¾",0.75,2,"Royaume Uni",,1.75,5,11,10,164,"Fav",,"G L Moore","Joshua Moore",,128,"close up, headway 3 out, every chance when hit next, rallied to press winner flat, stayed on"
44653126,"Newbury","04/02/22 00:00:00","12/30/99 13:35:00","Play Pick 6 At BetVictor Novices' Handicap Hurdle (GBB Race)","h",2,"4YO plus",10892,6,"2m 2f 183y",4143,"Good (Good to Soft in places)",,"4m 28.02s",268.02,"3","17",17.75,5,"Mister Marbles",,5,6,10,10,150,,,"P J Hobbs","T J OBrien",,114,"tracked leaders, ridden 3 out, kept on same pace"
44653126,"Newbury","04/02/22 00:00:00","12/30/99 13:35:00","Play Pick 6 At BetVictor Novices' Handicap Hurdle (GBB Race)","h",2,"4YO plus",10892,6,"2m 2f 183y",4143,"Good (Good to Soft in places)",,"4m 28.02s",268.02,"4","8½",26.25,3,"Rainyday Woman",,5,7,11,7,161,,"t","P F Nicholls","H Cobden",,125,"close up, ridden 3 out, weakened next"
44653126,"Newbury","04/02/22 00:00:00","12/30/99 13:35:00","Play Pick 6 At BetVictor Novices' Handicap Hurdle (GBB Race)","h",2,"4YO plus",10892,6,"2m 2f 183y",4143,"Good (Good to Soft in places)",,"4m 28.02s",268.02,"5","6½",32.75,4,"Frere Darmes (FR)",,6.5,5,11,4,158,,,"D Skelton","Bridget Andrews",,122,"led, headed approaching 2 out, blundered and weakened last"
44653126,"Newbury","04/02/22 00:00:00","12/30/99 13:35:00","Play Pick 6 At BetVictor Novices' Handicap Hurdle (GBB Race)","h",2,"4YO plus",10892,6,"2m 2f 183y",4143,"Good (Good to Soft in places)",,"4m 28.02s",268.02,"PU",,,10,"Martin Spirit",,150,5,10,1,141,,,"P Butler","J E Moore",,105,"close up in rear, weakened 3 out, behind when pulled up last"
44653127,"Newbury","04/02/22 00:00:00","12/30/99 14:10:00","Download The BetVictor App Cond' Jockeys' Veterans' Handicap Chase (Veterans' Chase Series Final)","c",2,"10YO plus",20812,8,"2m 7f 86y",5146,"Good (Good to Soft in places)",,"5m 59.28s",359.28,"1",,0,10,"Bermeo",,3.5,11,10,0,140,"2Fav","t   p","Harry Fry","Bryan Carver",,107,"close up, tracked leaders 12th, led 3 out, joined next, ridden out"
44653127,"Newbury","04/02/22 00:00:00","12/30/99 14:10:00","Download The BetVictor App Cond' Jockeys' Veterans' Handicap Chase (Veterans' Chase Series Final)","c",2,"10YO plus",20812,8,"2m 7f 86y",5146,"Good (Good to Soft in places)",,"5m 59.28s",359.28,"2","5",5,9,"First Figaro (GER)",,2,12,9,8,134,"Fav",,"Miss V Williams","Ned Fox",8,109,"tracked clear leader, close and led 4 out when blundered nearly unseated rider, soon headed, ridden and rallied to go 2nd towards finish"
44653127,"Newbury","04/02/22 00:00:00","12/30/99 14:10:00","Download The BetVictor App Cond' Jockeys' Veterans' Handicap Chase (Veterans' Chase Series Final)","c",2,"10YO plus",20812,8,"2m 7f 86y",5146,"Good (Good to Soft in places)",,"5m 59.28s",359.28,"3","4¼",9.25,5,"Vivas (FR)",,12,11,11,1,155,,"p","C E Longsdon","Luca Morgan",,122,"in touch towards rear, headway 5 out, ridden and every chance from 3 out, blundered last, no extra and lost 2nd towards finish"
44653127,"Newbury","04/02/22 00:00:00","12/30/99 14:10:00","Download The BetVictor App Cond' Jockeys' Veterans' Handicap Chase (Veterans' Chase Series Final)","c",2,"10YO plus",20812,8,"2m 7f 86y",5146,"Good (Good to Soft in places)",,"5m 59.28s",359.28,"4","7½",16.75,6,"Psychedelic Rock",,14,11,11,1,155,,"p","Ian Williams","Fergus Gregory",,122,"tracked leaders, ridden and outpaced approaching 4 out, headway 2 out, kept on same pace"
44653127,"Newbury","04/02/22 00:00:00","12/30/99 14:10:00","Download The BetVictor App Cond' Jockeys' Veterans' Handicap Chase (Veterans' Chase Series Final)","c",2,"10YO plus",20812,8,"2m 7f 86y",5146,"Good (Good to Soft in places)",,"5m 59.28s",359.28,"5","23",39.75,8,"Valadom (FR)",,10,13,10,5,145,,"t   v","Richard Hobson","Lilly Pinchin",3,115,"led and soon clear, reduced lead 7th, clear again 11th, reduced lead and headed approaching 4 out, weakened next"
44653127,"Newbury","04/02/22 00:00:00","12/30/99 14:10:00","Download The BetVictor App Cond' Jockeys' Veterans' Handicap Chase (Veterans' Chase Series Final)","c",2,"10YO plus",20812,8,"2m 7f 86y",5146,"Good (Good to Soft in places)",,"5m 59.28s",359.28,"PU",,,1,"Glen Forsa",,7.5,10,11,12,166,,"t","C E Longsdon","J Nailor",,133,"in touch, ridden and weakened before 4 out, pulled up 3 out"
44653127,"Newbury","04/02/22 00:00:00","12/30/99 14:10:00","Download The BetVictor App Cond' Jockeys' Veterans' Handicap Chase (Veterans' Chase Series Final)","c",2,"10YO plus",20812,8,"2m 7f 86y",5146,"Good (Good to Soft in places)",,"5m 59.28s",359.28,"PU",,,2,"Indy Five",,7.5,12,11,8,162,,,"David Dennis","Theo Gillard",,129,"not jump well in rear, ridden and weakened before 4 out, pulled up 3 out"
44653127,"Newbury","04/02/22 00:00:00","12/30/99 14:10:00","Download The BetVictor App Cond' Jockeys' Veterans' Handicap Chase (Veterans' Chase Series Final)","c",2,"10YO plus",20812,8,"2m 7f 86y",5146,"Good (Good to Soft in places)",,"5m 59.28s",359.28,"PU",,,3,"No Comment",,7,11,11,4,158,,"t","P J Hobbs","K Brogan",,125,"held up, ridden and weakened before 4 out, pulled up 3 out"
44653128,"Newbury","04/02/22 00:00:00","12/30/99 14:45:00","British EBF BetVictor racingtohelpukraine.uk ""NH"" Mares' Novices' Hurdle (Lmtd Handicap) (Grade 2)","h",1,"4YO plus",20812,11,"2m 4f 118y",4518,"Good (Good to Soft in places)",,"4m 56.29s",296.29,"1",,0,11,"Largy G",,14,8,10,4,144,,,"Noel Williams","T J OBrien",,110,"held up in rear, headway 3 out, every chance last, ridden to lead flat, stayed on"
44653128,"Newbury","04/02/22 00:00:00","12/30/99 14:45:00","British EBF BetVictor racingtohelpukraine.uk ""NH"" Mares' Novices' Hurdle (Lmtd Handicap) (Grade 2)","h",1,"4YO plus",20812,11,"2m 4f 118y",4518,"Good (Good to Soft in places)",,"4m 56.29s",296.29,"2","1",1,2,"Nina The Terrier",,2.25,6,11,4,158,"Fav",,"A King","Bryan Carver",3,127,"in touch, headway to track leaders 4 out, led soon after next, pressed last, headed flat, stayed on"
44653128,"Newbury","04/02/22 00:00:00","12/30/99 14:45:00","British EBF BetVictor racingtohelpukraine.uk ""NH"" Mares' Novices' Hurdle (Lmtd Handicap) (Grade 2)","h",1,"4YO plus",20812,11,"2m 4f 118y",4518,"Good (Good to Soft in places)",,"4m 56.29s",296.29,"3","¾",1.75,12,"Sabrina",,9,7,10,4,144,,"t1","P F Nicholls","H Cobden",,110,"ran in snatches, towards rear, pushed along and headway 3 out, chased next, ridden and stayed on flat"
44653128,"Newbury","04/02/22 00:00:00","12/30/99 14:45:00","British EBF BetVictor racingtohelpukraine.uk ""NH"" Mares' Novices' Hurdle (Lmtd Handicap) (Grade 2)","h",1,"4YO plus",20812,11,"2m 4f 118y",4518,"Good (Good to Soft in places)",,"4m 56.29s",296.29,"4","4¼",6,4,"Tweed Skirt",,7,5,10,12,152,,,"N J Henderson","James Bowen",,118,"in touch, headway 3 out, tracked leaders next, ridden and kept on same pace"
44653128,"Newbury","04/02/22 00:00:00","12/30/99 14:45:00","British EBF BetVictor racingtohelpukraine.uk ""NH"" Mares' Novices' Hurdle (Lmtd Handicap) (Grade 2)","h",1,"4YO plus",20812,11,"2m 4f 118y",4518,"Good (Good to Soft in places)",,"4m 56.29s",296.29,"5","3",9,13,"Moonamacaroona",,18,6,10,4,144,,"p","A King","J E Moore",,110,"in rear, pushed along and headway 2 out, no impression after"
44653128,"Newbury","04/02/22 00:00:00","12/30/99 14:45:00","British EBF BetVictor racingtohelpukraine.uk ""NH"" Mares' Novices' Hurdle (Lmtd Handicap) (Grade 2)","h",1,"4YO plus",20812,11,"2m 4f 118y",4518,"Good (Good to Soft in places)",,"4m 56.29s",296.29,"6","13",22,16,"Gentle Connections",,20,5,9,11,137,,,"D Skelton","Mr T Durrell",7,110,"towards rear, pushed along 3 out, never nearer"
44653128,"Newbury","04/02/22 00:00:00","12/30/99 14:45:00","British EBF BetVictor racingtohelpukraine.uk ""NH"" Mares' Novices' Hurdle (Lmtd Handicap) (Grade 2)","h",1,"4YO plus",20812,11,"2m 4f 118y",4518,"Good (Good to Soft in places)",,"4m 56.29s",296.29,"7","9½",31.5,3,"Holly Hartingo",,6.5,6,11,0,154,,,"A Ralph","J J Burke",,120,"towards rear, pushed along 4 out, never on terms"
44653128,"Newbury","04/02/22 00:00:00","12/30/99 14:45:00","British EBF BetVictor racingtohelpukraine.uk ""NH"" Mares' Novices' Hurdle (Lmtd Handicap) (Grade 2)","h",1,"4YO plus",20812,11,"2m 4f 118y",4518,"Good (Good to Soft in places)",,"4m 56.29s",296.29,"8","½",32,15,"Runwiththetide",,6,5,10,4,144,"2Fav",,"D Skelton","Bridget Andrews",,110,"prominent, ridden 3 out, weakened soon after next"
44653128,"Newbury","04/02/22 00:00:00","12/30/99 14:45:00","British EBF BetVictor racingtohelpukraine.uk ""NH"" Mares' Novices' Hurdle (Lmtd Handicap) (Grade 2)","h",1,"4YO plus",20812,11,"2m 4f 118y",4518,"Good (Good to Soft in places)",,"4m 56.29s",296.29,"9","4½",36.5,7,"The Player Queen",,33,6,10,10,150,,,"Mrs R Dobbin","Craig Nichol",,116,"close up, pushed along and weakened 3 out"
44653128,"Newbury","04/02/22 00:00:00","12/30/99 14:45:00","British EBF BetVictor racingtohelpukraine.uk ""NH"" Mares' Novices' Hurdle (Lmtd Handicap) (Grade 2)","h",1,"4YO plus",20812,11,"2m 4f 118y",4518,"Good (Good to Soft in places)",,"4m 56.29s",296.29,"10","38",74.5,5,"Nextdoortoalice",,10,6,10,12,152,,,"A M Hales","Harry Bannister",,118,"prominent, ridden and weakened 2 out, tailed off"
44653128,"Newbury","04/02/22 00:00:00","12/30/99 14:45:00","British EBF BetVictor racingtohelpukraine.uk ""NH"" Mares' Novices' Hurdle (Lmtd Handicap) (Grade 2)","h",1,"4YO plus",20812,11,"2m 4f 118y",4518,"Good (Good to Soft in places)",,"4m 56.29s",296.29,"11","1¾",76.25,8,"Good Look Charm (FR)",,10,6,10,10,150,,,"A J Honeyball","Rex Dingle",,116,"led, ridden and headed soon after 3 out, weakened next, tailed off"
44653129,"Newbury","04/02/22 00:00:00","12/30/99 15:20:00","Alex ""Boosh"" And Elaine Ashburner Forever Handicap Chase","c",3,"5YO plus",5991,6,"2m 92y",3612,"Good (Good to Soft in places)",130,"4m 8.42s",248.42,"1",,0,1,"Antunes",,4,8,11,11,165,"J2Fav","t   p","M F Harris","Harry Reed",,131,"close up, headway 4 out, chased leader 2 out, every chance next, ridden to lead narrowly flat, asserted towards finish"
44653129,"Newbury","04/02/22 00:00:00","12/30/99 15:20:00","Alex ""Boosh"" And Elaine Ashburner Forever Handicap Chase","c",3,"5YO plus",5991,6,"2m 92y",3612,"Good (Good to Soft in places)",130,"4m 8.42s",248.42,"2","1¼",1.25,4,"Doukarov (FR)",,1.5,7,10,13,153,"Fav","t   h","S Curran","J R Wildman",7,126,"tracked leaders, led 2 out, joined next, ridden and headed flat, no extra towards finish"
44653129,"Newbury","04/02/22 00:00:00","12/30/99 15:20:00","Alex ""Boosh"" And Elaine Ashburner Forever Handicap Chase","c",3,"5YO plus",5991,6,"2m 92y",3612,"Good (Good to Soft in places)",130,"4m 8.42s",248.42,"3","20",21.25,6,"Glajou (FR)",,4,6,11,0,154,"J2Fav","t   p","P F Nicholls","H Cobden",,120,"tracked leader, led 5 out, ridden and headed 2 out, weakened quickly next"
44653129,"Newbury","04/02/22 00:00:00","12/30/99 15:20:00","Alex ""Boosh"" And Elaine Ashburner Forever Handicap Chase","c",3,"5YO plus",5991,6,"2m 92y",3612,"Good (Good to Soft in places)",130,"4m 8.42s",248.42,"4","2½",23.75,7,"Jan Maat (GER)",,25,9,11,0,154,,"b","N B King","Max Kendrick",,120,"led, pushed along and headed 5 out, weakened 2 out, tailed off"
44653129,"Newbury","04/02/22 00:00:00","12/30/99 15:20:00","Alex ""Boosh"" And Elaine Ashburner Forever Handicap Chase","c",3,"5YO plus",5991,6,"2m 92y",3612,"Good (Good to Soft in places)",130,"4m 8.42s",248.42,"PU",,,3,"Fanzio (FR)",,5,7,11,10,164,,"t","Richard Hobson","J J Burke",,130,"in rear, outpaced 5 out, behind when pulled up before 3 out"
44653129,"Newbury","04/02/22 00:00:00","12/30/99 15:20:00","Alex ""Boosh"" And Elaine Ashburner Forever Handicap Chase","c",3,"5YO plus",5991,6,"2m 92y",3612,"Good (Good to Soft in places)",130,"4m 8.42s",248.42,"F",,,5,"Paddys Poem",,7,11,11,3,157,,,"N J Gifford","J M Davies",,123,"close up, pushed along 5 out, beaten when overjumped and fell next"
44653130,"Newbury","04/02/22 00:00:00","12/30/99 15:55:00","Highclere Thoroughbred Racing Handicap Chase (GBB Race)","c",2,"5YO plus",10562,5,"2m 3f 187y",4367,"Good (Good to Soft in places)",150,"5m 2.21s",302.21,"1",,0,1,"Lalor (GER)",,5,10,11,12,166,,"t","P F Nicholls","H Cobden",,145,"led, ridden 2 out, headed next, rallied to lead again flat, stayed on gamely"
44653130,"Newbury","04/02/22 00:00:00","12/30/99 15:55:00","Highclere Thoroughbred Racing Handicap Chase (GBB Race)","c",2,"5YO plus",10562,5,"2m 3f 187y",4367,"Good (Good to Soft in places)",150,"5m 2.21s",302.21,"2","nk",0.2,2,"Al Dancer (FR)",,2.125,9,11,10,164,"Fav","t1   p","Sam Thomas","Charlie Deutsch",,143,"pressed winner, hit 7th, every chance 3 out, driven out flat, stayed on towards finish"
44653130,"Newbury","04/02/22 00:00:00","12/30/99 15:55:00","Highclere Thoroughbred Racing Handicap Chase (GBB Race)","c",2,"5YO plus",10562,5,"2m 3f 187y",4367,"Good (Good to Soft in places)",150,"5m 2.21s",302.21,"3","11",11.2,4,"Barton Knoll",,8,10,10,8,148,,,"J Mackie","J J Burke",,127,"tracked leaders, switched left 3 out, every chance next, jumped left and led last, headed flat, no extra"
44653130,"Newbury","04/02/22 00:00:00","12/30/99 15:55:00","Highclere Thoroughbred Racing Handicap Chase (GBB Race)","c",2,"5YO plus",10562,5,"2m 3f 187y",4367,"Good (Good to Soft in places)",150,"5m 2.21s",302.21,"4","8",19.2,5,"Dorking Lad",,3.5,7,10,7,147,,"p","G L Moore","J E Moore",,126,"close up, pushed along 5 out, weakened 2 out"
